id1,id2,label
KQ3pdH2ki4A,jFqNaH1FoEM,0
KQ3pdH2ki4A,N6ei3xMoD4k,1
KQ3pdH2ki4A,KtjdZKrl-j8,-1
KQ3pdH2ki4A,C0dk7_60eHU,-1
KQ3pdH2ki4A,5gsmpNlNwQ4,-1
KQ3pdH2ki4A,BSXV1crkcKc,-1
KQ3pdH2ki4A,IkyJa7spXe8,-1
KQ3pdH2ki4A,_a1AgqemdVE,-1
KQ3pdH2ki4A,SwQdLGQf4QM,0
KQ3pdH2ki4A,LSdRSXReAdM,-1
KQ3pdH2ki4A,FO8BsF6mXaw,-1
KQ3pdH2ki4A,_tlnYH1gyuA,-1
KQ3pdH2ki4A,2oGJrufm_4w,-1
KQ3pdH2ki4A,m5UkT97b4LY,-1
KQ3pdH2ki4A,qNmzeI9lk_4,1
KQ3pdH2ki4A,Z_-hWZetOS0,1
KQ3pdH2ki4A,hpfWd31CiGo,-1
KQ3pdH2ki4A,FK4b9aEDj8A,-1
KQ3pdH2ki4A,Ohq4fbIkPiA,-1
KQ3pdH2ki4A,ZhtGl9JmxR4,0
KQ3pdH2ki4A,ZAsBiDXRQdM,0
KQ3pdH2ki4A,_DUSWE8qbgA,-1
KQ3pdH2ki4A,t3LtPjj3C84,-1
KQ3pdH2ki4A,vNC-T_y0RVU,-1
KQ3pdH2ki4A,73tAER-jzm8,-1
KQ3pdH2ki4A,wmm-spjr-CE,-1
KQ3pdH2ki4A,p3vJq7HNoJI,-1
KQ3pdH2ki4A,xVyhTmihBtg,-1
KQ3pdH2ki4A,fWlj4ayqxOc,-1
jFqNaH1FoEM,N6ei3xMoD4k,1
jFqNaH1FoEM,KtjdZKrl-j8,-1
jFqNaH1FoEM,C0dk7_60eHU,-1
jFqNaH1FoEM,5gsmpNlNwQ4,1
jFqNaH1FoEM,BSXV1crkcKc,-1
jFqNaH1FoEM,IkyJa7spXe8,-1
jFqNaH1FoEM,_a1AgqemdVE,-1
jFqNaH1FoEM,SwQdLGQf4QM,0
jFqNaH1FoEM,LSdRSXReAdM,-1
jFqNaH1FoEM,FO8BsF6mXaw,-1
jFqNaH1FoEM,_tlnYH1gyuA,-1
jFqNaH1FoEM,2oGJrufm_4w,1
jFqNaH1FoEM,m5UkT97b4LY,-1
jFqNaH1FoEM,qNmzeI9lk_4,1
jFqNaH1FoEM,Z_-hWZetOS0,0
jFqNaH1FoEM,hpfWd31CiGo,-1
jFqNaH1FoEM,FK4b9aEDj8A,-1
jFqNaH1FoEM,Ohq4fbIkPiA,-1
jFqNaH1FoEM,ZhtGl9JmxR4,1
jFqNaH1FoEM,ZAsBiDXRQdM,0
jFqNaH1FoEM,_DUSWE8qbgA,1
jFqNaH1FoEM,t3LtPjj3C84,-1
jFqNaH1FoEM,vNC-T_y0RVU,-1
jFqNaH1FoEM,73tAER-jzm8,-1
jFqNaH1FoEM,wmm-spjr-CE,-1
jFqNaH1FoEM,p3vJq7HNoJI,-1
jFqNaH1FoEM,xVyhTmihBtg,1
jFqNaH1FoEM,fWlj4ayqxOc,1
N6ei3xMoD4k,KtjdZKrl-j8,-1
N6ei3xMoD4k,C0dk7_60eHU,-1
N6ei3xMoD4k,5gsmpNlNwQ4,-1
N6ei3xMoD4k,BSXV1crkcKc,-1
N6ei3xMoD4k,IkyJa7spXe8,-1
N6ei3xMoD4k,_a1AgqemdVE,-1
N6ei3xMoD4k,SwQdLGQf4QM,-1
N6ei3xMoD4k,LSdRSXReAdM,-1
N6ei3xMoD4k,FO8BsF6mXaw,-1
N6ei3xMoD4k,_tlnYH1gyuA,-1
N6ei3xMoD4k,2oGJrufm_4w,-1
N6ei3xMoD4k,m5UkT97b4LY,-1
N6ei3xMoD4k,qNmzeI9lk_4,-1
N6ei3xMoD4k,Z_-hWZetOS0,-1
N6ei3xMoD4k,hpfWd31CiGo,-1
N6ei3xMoD4k,FK4b9aEDj8A,-1
N6ei3xMoD4k,Ohq4fbIkPiA,-1
N6ei3xMoD4k,ZhtGl9JmxR4,-1
N6ei3xMoD4k,ZAsBiDXRQdM,-1
N6ei3xMoD4k,_DUSWE8qbgA,-1
N6ei3xMoD4k,t3LtPjj3C84,-1
N6ei3xMoD4k,vNC-T_y0RVU,-1
N6ei3xMoD4k,73tAER-jzm8,-1
N6ei3xMoD4k,wmm-spjr-CE,-1
N6ei3xMoD4k,p3vJq7HNoJI,-1
N6ei3xMoD4k,xVyhTmihBtg,-1
N6ei3xMoD4k,fWlj4ayqxOc,-1
KtjdZKrl-j8,C0dk7_60eHU,-1
KtjdZKrl-j8,5gsmpNlNwQ4,0
KtjdZKrl-j8,BSXV1crkcKc,-1
KtjdZKrl-j8,IkyJa7spXe8,-1
KtjdZKrl-j8,_a1AgqemdVE,0
KtjdZKrl-j8,SwQdLGQf4QM,0
KtjdZKrl-j8,LSdRSXReAdM,-1
KtjdZKrl-j8,FO8BsF6mXaw,-1
KtjdZKrl-j8,_tlnYH1gyuA,-1
KtjdZKrl-j8,2oGJrufm_4w,1
KtjdZKrl-j8,m5UkT97b4LY,0
KtjdZKrl-j8,qNmzeI9lk_4,0
KtjdZKrl-j8,Z_-hWZetOS0,-1
KtjdZKrl-j8,hpfWd31CiGo,-1
KtjdZKrl-j8,FK4b9aEDj8A,-1
KtjdZKrl-j8,Ohq4fbIkPiA,-1
KtjdZKrl-j8,ZhtGl9JmxR4,0
KtjdZKrl-j8,ZAsBiDXRQdM,0
KtjdZKrl-j8,_DUSWE8qbgA,-1
KtjdZKrl-j8,t3LtPjj3C84,-1
KtjdZKrl-j8,vNC-T_y0RVU,-1
KtjdZKrl-j8,73tAER-jzm8,-1
KtjdZKrl-j8,wmm-spjr-CE,-1
KtjdZKrl-j8,p3vJq7HNoJI,0
KtjdZKrl-j8,xVyhTmihBtg,-1
KtjdZKrl-j8,fWlj4ayqxOc,0
C0dk7_60eHU,5gsmpNlNwQ4,1
C0dk7_60eHU,BSXV1crkcKc,0
C0dk7_60eHU,IkyJa7spXe8,1
C0dk7_60eHU,_a1AgqemdVE,1
C0dk7_60eHU,SwQdLGQf4QM,1
C0dk7_60eHU,LSdRSXReAdM,1
C0dk7_60eHU,FO8BsF6mXaw,0
C0dk7_60eHU,_tlnYH1gyuA,0
C0dk7_60eHU,2oGJrufm_4w,1
C0dk7_60eHU,m5UkT97b4LY,1
C0dk7_60eHU,qNmzeI9lk_4,1
C0dk7_60eHU,Z_-hWZetOS0,1
C0dk7_60eHU,hpfWd31CiGo,0
C0dk7_60eHU,FK4b9aEDj8A,1
C0dk7_60eHU,Ohq4fbIkPiA,0
C0dk7_60eHU,ZhtGl9JmxR4,1
C0dk7_60eHU,ZAsBiDXRQdM,1
C0dk7_60eHU,_DUSWE8qbgA,0
C0dk7_60eHU,t3LtPjj3C84,0
C0dk7_60eHU,vNC-T_y0RVU,0
C0dk7_60eHU,73tAER-jzm8,0
C0dk7_60eHU,wmm-spjr-CE,0
C0dk7_60eHU,p3vJq7HNoJI,1
C0dk7_60eHU,xVyhTmihBtg,1
C0dk7_60eHU,fWlj4ayqxOc,1
5gsmpNlNwQ4,BSXV1crkcKc,-1
5gsmpNlNwQ4,IkyJa7spXe8,-1
5gsmpNlNwQ4,_a1AgqemdVE,0
5gsmpNlNwQ4,SwQdLGQf4QM,0
5gsmpNlNwQ4,LSdRSXReAdM,-1
5gsmpNlNwQ4,FO8BsF6mXaw,-1
5gsmpNlNwQ4,_tlnYH1gyuA,-1
5gsmpNlNwQ4,2oGJrufm_4w,1
5gsmpNlNwQ4,m5UkT97b4LY,1
5gsmpNlNwQ4,qNmzeI9lk_4,0
5gsmpNlNwQ4,Z_-hWZetOS0,0
5gsmpNlNwQ4,hpfWd31CiGo,-1
5gsmpNlNwQ4,FK4b9aEDj8A,-1
5gsmpNlNwQ4,Ohq4fbIkPiA,-1
5gsmpNlNwQ4,ZhtGl9JmxR4,0
5gsmpNlNwQ4,ZAsBiDXRQdM,0
5gsmpNlNwQ4,_DUSWE8qbgA,-1
5gsmpNlNwQ4,t3LtPjj3C84,-1
5gsmpNlNwQ4,vNC-T_y0RVU,-1
5gsmpNlNwQ4,73tAER-jzm8,-1
5gsmpNlNwQ4,wmm-spjr-CE,-1
5gsmpNlNwQ4,p3vJq7HNoJI,-1
5gsmpNlNwQ4,xVyhTmihBtg,0
5gsmpNlNwQ4,fWlj4ayqxOc,0
BSXV1crkcKc,IkyJa7spXe8,1
BSXV1crkcKc,_a1AgqemdVE,1
BSXV1crkcKc,SwQdLGQf4QM,1
BSXV1crkcKc,LSdRSXReAdM,0
BSXV1crkcKc,FO8BsF6mXaw,0
BSXV1crkcKc,_tlnYH1gyuA,1
BSXV1crkcKc,2oGJrufm_4w,1
BSXV1crkcKc,m5UkT97b4LY,1
BSXV1crkcKc,qNmzeI9lk_4,1
BSXV1crkcKc,Z_-hWZetOS0,1
BSXV1crkcKc,hpfWd31CiGo,0
BSXV1crkcKc,FK4b9aEDj8A,1
BSXV1crkcKc,Ohq4fbIkPiA,0
BSXV1crkcKc,ZhtGl9JmxR4,1
BSXV1crkcKc,ZAsBiDXRQdM,1
BSXV1crkcKc,_DUSWE8qbgA,1
BSXV1crkcKc,t3LtPjj3C84,0
BSXV1crkcKc,vNC-T_y0RVU,0
BSXV1crkcKc,73tAER-jzm8,0
BSXV1crkcKc,wmm-spjr-CE,1
BSXV1crkcKc,p3vJq7HNoJI,1
BSXV1crkcKc,xVyhTmihBtg,1
BSXV1crkcKc,fWlj4ayqxOc,1
IkyJa7spXe8,_a1AgqemdVE,0
IkyJa7spXe8,SwQdLGQf4QM,1
IkyJa7spXe8,LSdRSXReAdM,0
IkyJa7spXe8,FO8BsF6mXaw,-1
IkyJa7spXe8,_tlnYH1gyuA,0
IkyJa7spXe8,2oGJrufm_4w,1
IkyJa7spXe8,m5UkT97b4LY,1
IkyJa7spXe8,qNmzeI9lk_4,1
IkyJa7spXe8,Z_-hWZetOS0,0
IkyJa7spXe8,hpfWd31CiGo,-1
IkyJa7spXe8,FK4b9aEDj8A,0
IkyJa7spXe8,Ohq4fbIkPiA,0
IkyJa7spXe8,ZhtGl9JmxR4,1
IkyJa7spXe8,ZAsBiDXRQdM,1
IkyJa7spXe8,_DUSWE8qbgA,0
IkyJa7spXe8,t3LtPjj3C84,-1
